"DeviceName","Manufacturer","DriverVersion","InfName","DeviceID"
"AMD PSP 11.0 Device","Advanced Micro Devices Inc.","5.38.0.0","oem18.inf","PCI\VEN_1022&DEV_1649&SUBSYS_10541043&REV_00\4&16012499&0&0241"
"AMD Radeon(TM) Graphics","Advanced Micro Devices, Inc.","32.0.21036.8001","oem132.inf","PCI\VEN_1002&DEV_13C0&SUBSYS_3AA81043&REV_D8\4&16012499&0&0041"
"AMD SMBUS","Advanced Micro Devices, Inc","2.0.0.23","oem15.inf","PCI\VEN_1022&DEV_790B&SUBSYS_10541043&REV_71\3&11583659&0&A0"
"AMD-Dynamic Audio Noise Supression","Advanced Micro Devices, Inc.","1.4.39.0","oem127.inf","SWD\DRIVERENUM\AMDFDANS&5&2E2C6C0B&0"
"AMD-OpenCL User Mode Driver","Advanced Micro Devices, Inc.","32.0.21036.8001","oem133.inf","SWD\DRIVERENUM\AMDOCL&5&2E2C6C0B&0"
"AMD-UWP Version Control","Advanced Micro Devices, Inc.","32.2510.0.0","oem117.inf","SWD\DRIVERENUM\AMDUWP&5&2E2C6C0B&0"
"AMD-Windows Support Components","Advanced Micro Devices, Inc.","32.0.21036.8001","oem134.inf","SWD\DRIVERENUM\AMDWIN&5&2E2C6C0B&0"
"Armoury Crate Control Interface","ASUS","1.2.0.2","oem111.inf","ACPI\ASUS9001\2&DABA3FF&0"
"ASUS Component Firmware Update","ASUSTek COMPUTER INC.","13.82.0.4","oem106.inf","HID\VID_0B05&PID_19B6&MI_00&COL09\8&102F3D2&0&0008"
"ASUS Precision Touchpad","ASUSTek COMPUTER INC.","16.0.0.44","oem118.inf","HID\ASUP1203&COL02\4&312A035&0&0001"
"ASUS System Control Interface v3","ASUS","3.1.67.0","oem125.inf","ACPI\ASUS2018\2&DABA3FF&0"
"Audio Endpoint","Microsoft","10.0.26100.1","audioendpoint.inf","SWD\MMDEVAPI\{0.0.0.00000000}.{30FDC333-AAB8-4450-856A-1E5419DCAF96}"
"Audio Endpoint","Microsoft","10.0.26100.1","audioendpoint.inf","SWD\MMDEVAPI\{0.0.1.00000000}.{2459ECDE-F493-42D3-9D49-63B89F96FE16}"
"Bluetooth Device (Personal Area Network)","Microsoft","10.0.26100.8655","bthpan.inf","BTH\MS_BTHPAN\8&182CDD2&0&2"
"Bluetooth Device (RFCOMM Protocol TDI)","Microsoft","10.0.26100.8875","tdibth.inf","BTH\MS_RFCOMM\8&182CDD2&0&0"
"Charge Arbitration Driver","(Standard system devices)","10.0.26100.8521","ChargeArbitration.inf","ROOT\CAD\0000"
"Cirrus Logic Awesome Speaker Amps","Cirrus Logic, Inc.","21.51.46.157","oem93.inf","ACPI\CSC3551\1"
"Composite Bus Enumerator","Microsoft","10.0.26100.1150","compositebus.inf","ROOT\COMPOSITEBUS\0000"
"Computer Device","Microsoft","10.0.26100.1","compdev.inf","SWD\COMPUTER\MFG_ASUSTEK_COMPUTER_INC.&FAM_ROG_STRIX_G18&PROD_ROG_STRIX_G18_G814FP_G814FP"
"Device Firmware","Microsoft","10.0.26100.4768","c_firmware.inf","UEFI\RES_{14A0B537-543B-3D55-B788-BA7FF2D15FE6}\0"
"Direct memory access controller","(Standard system devices)","10.0.26100.1150","machine.inf","ACPI\PNP0200\4&2CA764C4&0"
"Disk drive","(Standard disk drives)","10.0.26100.8521","disk.inf","USBSTOR\DISK&VEN_WD&PROD_MY_PASSPORT_071A&REV_2011\575838314136303931323237&0"
"Disk drive","(Standard disk drives)","10.0.26100.8521","disk.inf","SCSI\DISK&VEN_NVME&PROD_MTFDKBA1T0QGN-1B\5&6DC7015&0&000000"
"DolbyAPO Software Device (HSA)","Dolby","3.30803.830.0","oem104.inf","SWD\DRIVERENUM\{25C1BC6B-97B1-465A-A9FF-A003EBFC2259}#DOLBYAPO_DAX3HSA_DOLBYACCESS&6&2A60BCD6&0"
"DolbyAPO SWC Device","Dolby","3.30808.873.0","oem103.inf","SWD\DRIVERENUM\{25C1BC6B-97B1-465A-A9FF-A003EBFC2259}#DOLBYAPO_DAX3APOSVC&6&2A60BCD6&0"
"Generic PnP Monitor","(Standard monitor types)","10.0.26100.8737","monitor.inf","DISPLAY\BOE0CE4\5&2E2C6C0B&0&UID512"
"Generic software component","Microsoft","10.0.26100.1","c_swcomponent.inf","SWD\DRIVERENUM\AMDDRTM&3&2B156EF8&0"
"Generic software device","Microsoft","10.0.26100.1","c_swdevice.inf","SWD\MSRRAS\{5E259276-BC7E-40E3-B93B-8F89B5F3ABC0}"
"Generic software device","Microsoft","10.0.26100.1","c_swdevice.inf","SWD\RADIO\{6A8DEAE9-BC80-4448-8FE7-C94B8DB0AAC4}"
"Generic software device","Microsoft","10.0.26100.1","c_swdevice.inf","SWD\RADIO\BLUETOOTH_4845E634A062"
"Generic software device","Microsoft","10.0.26100.1","c_swdevice.inf","SWD\MSDAS\{CE958E9A-424F-4C88-86F4-11314821E75A}"
"Generic software device","Microsoft","10.0.26100.1","c_swdevice.inf","SWD\RADIO\{3DB5895D-CC28-44B3-AD3D-6F01A782B8D2}"
"Generic software device","Microsoft","10.0.26100.1","c_swdevice.inf","SWD\MMDEVAPI\MICROSOFTGSWAVETABLESYNTH"
"Generic volume shadow copy","Microsoft","10.0.26100.1","volsnap.inf","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT4"
"Generic volume shadow copy","Microsoft","10.0.26100.1","volsnap.inf","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT1"
"Generic volume shadow copy","Microsoft","10.0.26100.1","volsnap.inf","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT2"
"Generic volume shadow copy","Microsoft","10.0.26100.1","volsnap.inf","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT3"
"HID Keyboard Device","(Standard keyboards)","10.0.26100.8521","keyboard.inf","HID\VID_0B05&PID_19B6&MI_00&COL02\8&102F3D2&0&0001"
"HID-compliant consumer control device","Microsoft","10.0.26100.1","hidserv.inf","HID\VID_0B05&PID_19B6&MI_00&COL05\8&102F3D2&0&0004"
"HID-compliant device","(Standard system devices)","10.0.26100.8875","input.inf","HID\VID_0B05&PID_19B6&MI_01\8&296DA19B&0&0000"
"HID-compliant mouse","Microsoft","10.0.26100.1150","msmouse.inf","HID\ASUP1203&COL01\4&312A035&0&0000"
"HID-compliant mouse","Microsoft","10.0.26100.1150","msmouse.inf","HID\VID_0B05&PID_19B6&MI_00&COL07\8&102F3D2&0&0006"
"HID-compliant system controller","(Standard system devices)","10.0.26100.8875","input.inf","HID\VID_0B05&PID_19B6&MI_00&COL08\8&102F3D2&0&0007"
"HID-compliant vendor-defined device","(Standard system devices)","10.0.26100.8875","input.inf","HID\VID_0B05&PID_19B6&MI_00&COL03\8&102F3D2&0&0002"
"HID-compliant vendor-defined device","(Standard system devices)","10.0.26100.8875","input.inf","HID\ASUP1203&COL04\4&312A035&0&0003"
"HID-compliant vendor-defined device","(Standard system devices)","10.0.26100.8875","input.inf","HID\VID_0B05&PID_19B6&MI_00&COL04\8&102F3D2&0&0003"
"HID-compliant vendor-defined device","(Standard system devices)","10.0.26100.8875","input.inf","HID\VID_0B05&PID_19B6&MI_00&COL01\8&102F3D2&0&0000"
"HID-compliant wireless radio controls","(Standard system devices)","10.0.26100.8875","input.inf","HID\VID_0B05&PID_19B6&MI_00&COL06\8&102F3D2&0&0005"
"High Definition Audio Controller","Microsoft","10.0.26100.8521","hdaudbus.inf","PCI\VEN_1022&DEV_15E3&SUBSYS_3E001043&REV_00\4&16012499&0&0641"
"High Definition Audio Controller","Microsoft","10.0.26100.8521","hdaudbus.inf","PCI\VEN_10DE&DEV_22EB&SUBSYS_000010DE&REV_A1\4&36FEF57B&0&0109"
"High precision event timer","(Standard system devices)","10.0.26100.1150","machine.inf","ACPI\PNP0103\2&DABA3FF&0"
"I2C HID Device","Microsoft","10.0.26100.8521","hidi2c.inf","ACPI\ASUP1203\1"
"Integrated Camera","Sonix","10.16.19041.10","oem107.inf","USB\VID_3277&PID_0010&MI_00\7&DF5034D&0&0000"
"ITE PD","ITE","10.1.2.3","oem140.inf","UEFI\RES_{451D8B92-C0A1-310D-84AE-77F85C8A6E51}\0"
"Local Print Queue","Microsoft","10.0.26100.1","printqueue.inf","SWD\PRINTENUM\{070D62C6-0F45-4A35-9814-D50A5D030A6C}"
"Local Print Queue","Microsoft","10.0.26100.1","printqueue.inf","SWD\PRINTENUM\{DF5A35B5-7905-4383-A67B-0236AFB37485}"
"Local Print Queue","Microsoft","10.0.26100.1","printqueue.inf","SWD\PRINTENUM\PRINTQUEUES"
"MediaTek Bluetooth Adapter","Mediatek Inc.","1.1045.2.567","oem112.inf","USB\VID_0489&PID_E0F6&MI_00\7&16AFF0D1&0&0000"
"MediaTek Bluetooth Audio Device","Mediatek Inc.","1.5.0.46","oem109.inf","SWD\DRIVERENUM\MTKBTACX&8&182CDD2&0"
"MediaTek Wi-Fi 6E MT7922 (RZ616) 160MHz Wireless LAN Card","MediaTek, Inc.","3.5.2.1376","oem120.inf","PCI\VEN_14C3&DEV_0616&SUBSYS_E0DF105B&REV_00\4&7F63313&0&000F"
"Microsoft AC Adapter","Microsoft","10.0.26100.8655","cmbatt.inf","ACPI\ACPI0003\4&2CA764C4&0"
